Timestamp,Power (w/kg),Form Power (w/kg),Air Power (w/kg),Watch Speed (m/s),Stryd Speed (m/s),Watch Distance (meters),Stryd Distance (meters),Stiffness,Stiffness/kg,Ground Time (ms),Cadence (spm),Vertical Oscillation (cm),Watch Elevation (m),Stryd Elevation (m),Ground Time Balance,Vertical Oscillation Balance,Leg Spring Stiffness Balance,Impact Loading Rate Balance,Vertical Ratio,heart_rate,temperature,,,,,
1767516627,3.355263158,0.960526316,0.197368421,3.023,0,119.63,0,12,0.157894737,254,172,6.8,19.6,0,0,0,0,0,6.448370364,100,27,,2.84,44,,
1767516628,3.276315789,0.960526316,0.184210526,2.986,0,122.25,0,12,0.157894737,256,174,6.6,19.6,0,0,0,0,0,6.409882874,100,27,,2.82,45,,
1767516629,3.289473684,0.986842105,0.184210526,2.967,0,124.68,0,11.875,0.15625,257,174,6.5,19.8,0,0,0,0,0,6.353240152,101,27,,2.79,46,,
1767516630,3.289473684,0.960526316,0.184210526,2.958,0,127.45,0,11.875,0.15625,257,174,6.5,19.8,0,0,0,0,0,6.37254902,102,27,,2.77,47,,
1767516631,3.328947368,0.960526316,0.157894737,2.948,0,129.83,0,11.875,0.15625,256,172,6.9,19.8,0,0,0,0,0,6.709647306,102,27,,2.75,48,,
1767516632,3.328947368,0.960526316,0.118421053,2.948,0,133.14,0,11.5,0.151315789,257,170,7.1,19.8,0,0,0,0,0,6.823839227,103,27,,2.72,49,,
1767516633,3.328947368,0.986842105,0.118421053,2.948,0,136.3,0,11.375,0.149671053,258,170,7,19.8,0,0,0,0,0,6.727728815,104,27,,2.70,50,,
1767516634,3.315789474,0.986842105,0.092105263,2.948,0,139.63,0,11.375,0.149671053,258,170,7.1,20,0,0,0,0,0,6.823839227,104,27,,2.67,51,,
1767516635,3.263157895,1,0.118421053,2.958,0,142.67999,0,11.375,0.149671053,257,170,7.1,20,0,0,0,0,0,6.800766284,105,27,,2.65,52,,
1767516636,3.263157895,1,0.118421053,2.958,0,145.34,0,11.375,0.149671053,259,170,6.9,19.8,0,0,0,0,0,6.609195402,107,27,,2.63,53,,
1767516637,3.223684211,1,0.144736842,2.958,0,147.8,0,11.375,0.149671053,258,174,6.6,19.8,0,0,0,0,0,6.470588235,111,27,,2.60,54,,
1767516638,3.276315789,1,0.131578947,2.948,0,150.09,0,11.5,0.151315789,258,174,6.4,19.8,0,0,0,0,0,6.295804437,114,27,,2.57,55,,
1767516639,3.328947368,0.960526316,0.131578947,2.921,0,152.71001,0,11.375,0.149671053,257,174,6.4,19.8,0,0,0,0,0,6.353997061,115,27,,2.55,56,,
1767516640,3.342105263,0.960526316,0.144736842,2.902,0,155.52,0,11.375,0.149671053,255,174,6.6,19.8,0,0,0,0,0,6.59544914,115,27,,2.53,57,,
1767516641,3.342105263,0.960526316,0.157894737,2.902,0,158.55,0,11.375,0.149671053,251,174,6.9,19.8,0,0,0,0,0,6.895242283,116,27,,2.50,58,,
1767516642,3.355263158,0.973684211,0.157894737,2.911,0,161.49001,0,11.375,0.149671053,249,172,6.9,20,0,0,0,0,0,6.794883158,116,27,,2.48,59,,
1767516643,3.368421053,0.973684211,0.157894737,2.911,0,164.36,0,11.375,0.149671053,246,174,6.9,20.2,0,0,0,0,0,6.873947738,116,27,,2.46,60,,
1767516644,3.355263158,0.986842105,0.157894737,2.911,0,167.75999,0,11.75,0.154605263,249,174,6.8,20.2,0,0,0,0,0,6.774325307,116,27,,2.44,61,,
1767516645,3.315789474,0.986842105,0.157894737,2.93,0,170.83,0,11.875,0.15625,249,174,6.8,20.2,0,0,0,0,0,6.730407586,115,27,,2.42,62,,
1767516646,3.342105263,0.986842105,0.157894737,2.93,0,173.59,0,11.875,0.15625,250,174,6.7,20.2,0,0,0,0,0,6.631431003,115,27,,2.40,63,,
1767516647,3.355263158,0.986842105,0.118421053,2.93,0,176.78,0,11.625,0.152960526,250,174,6.7,20.2,0,0,0,0,0,6.631431003,114,27,,2.39,64,,
1767516648,3.381578947,0.973684211,0.118421053,2.93,0,179.97,0,11.375,0.149671053,253,172,6.9,20.2,0,0,0,0,0,6.750873211,114,27,,2.38,65,,
1767516649,3.355263158,0.973684211,0.105263158,2.939,0,182.89,0,11.375,0.149671053,256,172,7,20.2,0,0,0,0,0,6.827736215,114,27,,2.37,66,,
1767516650,3.210526316,0.986842105,0.105263158,2.939,0,185.92,0,11.375,0.149671053,259,170,7.1,20.2,0,0,0,0,0,6.844758939,114,27,,2.36,67,,
1767516651,3.171052632,1,0.105263158,2.939,0,189.17,0,11.375,0.149671053,260,170,7,20.2,0,0,0,0,0,6.748353884,115,27,,2.34,68,,
1767516652,3.157894737,1,0.078947368,2.958,0,192.25999,0,11.375,0.149671053,260,170,6.9,20.2,0,0,0,0,0,6.609195402,116,27,,2.32,69,,
1767516653,3.197368421,1,0.078947368,2.958,0,195.69,0,11.375,0.149671053,261,170,6.8,20.2,0,0,0,0,0,6.513409962,117,27,,2.30,70,,
1767516654,3.210526316,1,0.065789474,2.976,0,198.67,0,11.375,0.149671053,260,170,6.9,20.4,0,0,0,0,0,6.569238825,118,27,,2.28,71,,
1767516655,3.197368421,0.986842105,0.065789474,2.976,0,201.53,0,11.375,0.149671053,260,170,7,20.4,0,0,0,0,0,6.664445185,119,27,,2.27,72,,
1767516656,3.197368421,0.986842105,0.105263158,2.976,0,205.25,0,11.375,0.149671053,255,170,7,20.4,0,0,0,0,0,6.664445185,119,27,,2.25,73,,
1767516657,3.223684211,0.986842105,0.144736842,2.986,0,207.86,0,11.625,0.152960526,255,170,7,20.4,0,0,0,0,0,6.642122443,119,27,,2.23,74,,
1767516658,3.236842105,0.986842105,0.144736842,2.986,0,210.61,0,11.875,0.15625,256,172,6.7,20.4,0,0,0,0,0,6.432226414,119,27,,2.22,75,,
1767516659,3.302631579,0.986842105,0.144736842,2.986,0,213.71001,0,11.875,0.15625,255,174,6.7,20.4,0,0,0,0,0,6.507002311,119,27,,2.21,76,,
1767516660,3.328947368,0.986842105,0.144736842,2.986,0,216.83,0,11.625,0.152960526,254,174,6.7,20.6,0,0,0,0,0,6.507002311,119,27,,2.20,77,,
1767516661,3.355263158,0.973684211,0.144736842,2.995,0,220.24001,0,11.25,0.148026316,254,174,6.7,20.8,0,0,0,0,0,6.487470467,119,27,,2.19,78,,
1767516662,3.342105263,0.973684211,0.184210526,3.004,0,223.5,0,11.25,0.148026316,252,172,6.9,20.8,0,0,0,0,0,6.584534931,119,27,,2.18,79,,
1767516663,3.342105263,0.986842105,0.171052632,3.004,0,226.28999,0,11.375,0.149671053,254,172,6.9,20.8,0,0,0,0,0,6.584534931,118,27,,2.17,80,,
1767516664,3.302631579,0.986842105,0.171052632,3.014,0,229.46001,0,11.5,0.151315789,255,172,6.9,20.8,0,0,0,0,0,6.562678334,119,27,,2.16,81,,
1767516665,3.302631579,0.986842105,0.131578947,3.014,0,232.50999,0,11.5,0.151315789,253,172,6.8,20.8,0,0,0,0,0,6.467567053,119,27,,2.15,82,,
1767516666,3.315789474,0.986842105,0.105263158,3.014,0,235.50999,0,11.5,0.151315789,253,172,6.8,20.8,0,0,0,0,0,6.467567053,119,27,,2.15,83,,
1767516667,3.394736842,0.986842105,0.105263158,3.014,0,239.3,0,11.5,0.151315789,253,174,6.7,20.6,0,0,0,0,0,6.446584753,118,27,,2.14,84,,
1767516668,3.394736842,0.986842105,0.105263158,3.032,0,242.55,0,11.5,0.151315789,253,174,6.6,20.6,0,0,0,0,0,6.312648252,118,27,,2.14,85,,
1767516669,3.407894737,0.973684211,0.105263158,3.042,0,246.44,0,11.375,0.149671053,252,176,6.4,20.6,0,0,0,0,0,6.17135143,118,27,,2.14,86,,
1767516670,3.460526316,0.973684211,0.105263158,3.06,0,249.86,0,11,0.144736842,253,176,6.5,20.8,0,0,0,0,0,6.230947679,119,27,,2.14,87,,
1767516671,3.421052632,0.973684211,0.078947368,3.07,0,252.69,0,11,0.144736842,254,174,6.7,20.8,0,0,0,0,0,6.328994351,119,27,,2.14,88,,
1767516672,3.381578947,0.973684211,0.078947368,3.07,0,255.48,0,10.875,0.143092105,255,172,6.8,20.8,0,0,0,0,0,6.349621357,119,27,,2.14,89,,
1767516673,3.302631579,0.973684211,0.052631579,3.07,0,258.51001,0,10.875,0.143092105,253,174,6.7,20.8,0,0,0,0,0,6.328994351,119,27,,2.14,90,,
1767516674,3.315789474,0.973684211,0.039473684,3.07,0,261.54001,0,11.125,0.146381579,253,176,6.5,20.8,0,0,0,0,0,6.210646003,120,27,,2.14,91,,
1767516675,3.355263158,0.973684211,0.039473684,3.07,0,264.60999,0,11.375,0.149671053,250,176,6.5,20.6,0,0,0,0,0,6.210646003,120,27,,2.13,92,,
1767516676,3.381578947,0.973684211,0.039473684,3.07,0,267.47,0,11.375,0.149671053,248,176,6.5,20.6,0,0,0,0,0,6.210646003,120,27,,2.13,93,,
1767516677,3.407894737,0.960526316,0.026315789,3.07,0,270.01001,0,11.375,0.149671053,249,176,6.6,20.6,0,0,0,0,0,6.306194403,121,27,,2.13,94,,
1767516678,3.434210526,0.973684211,0.026315789,3.06,0,272.85999,0,11.375,0.149671053,252,176,6.6,20.6,0,0,0,0,0,6.326808413,121,27,,2.13,95,,
1767516679,3.421052632,0.973684211,0.039473684,3.06,0,275.81,0,11.375,0.149671053,251,176,6.6,20.8,0,0,0,0,0,6.326808413,121,27,,2.12,96,,
1767516680,3.421052632,0.973684211,0.065789474,3.051,0,278.81,0,11.125,0.146381579,253,174,6.6,20.8,0,0,0,0,0,6.273346831,121,27,,2.12,97,,
1767516681,3.421052632,0.973684211,0.065789474,3.051,0,281.47,0,11,0.144736842,255,174,6.7,21,0,0,0,0,0,6.36839754,122,27,,2.13,98,,
1767516682,3.407894737,0.973684211,0.065789474,3.051,0,284.51999,0,11,0.144736842,255,172,6.8,21,0,0,0,0,0,6.389175984,123,27,,2.13,99,,
1767516683,3.368421053,0.986842105,0.065789474,3.051,0,287.44,0,11.125,0.146381579,256,172,6.9,21,0,0,0,0,0,6.483134455,123,27,,2.13,100,,
1767516684,3.289473684,0.986842105,0.065789474,3.042,0,290.16,0,11.375,0.149671053,255,172,6.8,21,0,0,0,0,0,6.408081722,123,27,,2.13,101,,
1767516685,3.263157895,0.986842105,0.118421053,3.042,0,293.29001,0,11.375,0.149671053,255,172,6.8,21.2,0,0,0,0,0,6.408081722,123,27,,2.12,102,,
1767516686,3.223684211,0.973684211,0.078947368,3.032,0,296.07999,0,11.5,0.151315789,255,174,6.6,21.2,0,0,0,0,0,6.312648252,123,27,,2.12,103,,
1767516687,3.302631579,0.973684211,0.078947368,3.042,0,299.39001,0,11.625,0.152960526,254,176,6.5,21.2,0,0,0,0,0,6.267778796,124,27,,2.12,104,,
1767516688,3.407894737,0.973684211,0.078947368,3.032,0,302.17999,0,11.625,0.152960526,253,176,6.5,21.2,0,0,0,0,0,6.288456329,124,27,,2.12,105,,
1767516689,3.473684211,0.960526316,0.144736842,3.032,0,305.01001,0,11.375,0.149671053,251,176,6.5,21.4,0,0,0,0,0,6.288456329,124,27,,2.12,106,,
1767516690,3.447368421,0.973684211,0.144736842,3.032,0,308.22,0,11.5,0.151315789,251,176,6.5,21.4,0,0,0,0,0,6.288456329,124,27,,2.12,107,,
1767516691,3.407894737,0.973684211,0.25,3.032,0,311.35001,0,11.5,0.151315789,254,176,6.4,21.6,0,0,0,0,0,6.191710847,124,27,,2.12,108,,
1767516692,3.355263158,0.973684211,0.276315789,3.032,0,314.45999,0,11.625,0.152960526,256,176,6.3,21.6,0,0,0,0,0,6.094965365,125,27,,2.12,109,,
1767516693,3.328947368,0.960526316,0.276315789,3.032,0,317.57001,0,11.625,0.152960526,256,174,6.5,21.8,0,0,0,0,0,6.217002066,125,27,,2.11,110,,
1767516694,3.289473684,0.960526316,0.276315789,3.032,0,320.42001,0,11.625,0.152960526,258,176,6.4,21.8,0,0,0,0,0,6.191710847,125,27,,2.11,111,,
1767516695,3.25,0.960526316,0.276315789,3.032,0,323.01001,0,11.625,0.152960526,261,176,6.2,22,0,0,0,0,0,5.998219883,125,27,,2.10,112,,
1767516696,3.157894737,0.960526316,0.236842105,3.023,0,325.97,0,11.625,0.152960526,261,176,6.2,22,0,0,0,0,0,6.016088184,125,27,,2.10,113,,
1767516697,3.210526316,0.947368421,0.171052632,3.023,0,328.89999,0,11.5,0.151315789,262,176,6.2,22.2,0,0,0,0,0,6.016088184,126,27,,2.09,114,,
1767516698,3.210526316,0.947368421,0.171052632,3.023,0,332.39001,0,11.25,0.148026316,262,172,6.6,22.2,0,0,0,0,0,6.258712412,126,27,,2.08,115,,
1767516699,3.25,0.947368421,0.236842105,3.023,0,335.17001,0,11.25,0.148026316,262,172,6.6,22,0,0,0,0,0,6.258712412,126,27,,2.07,116,,
1767516700,3.276315789,0.973684211,0.289473684,3.023,0,337.45001,0,11.25,0.148026316,261,170,7,21.6,0,0,0,0,0,6.56081879,127,27,,2.06,117,,
1767516701,3.276315789,0.986842105,0.289473684,2.995,0,339.85001,0,11.5,0.151315789,259,170,7.1,21.2,0,0,0,0,0,6.716742664,127,27,,2.06,118,,
1767516702,3.25,0.986842105,0.302631579,2.976,0,342.51001,0,11.5,0.151315789,257,170,7.2,20.8,0,0,0,0,0,6.854857905,127,27,,2.05,119,,
1767516703,3.276315789,1,0.210526316,2.967,0,345.32999,0,11.625,0.152960526,258,170,7,20.6,0,0,0,0,0,6.684619645,127,27,,2.04,120,,
1767516704,3.289473684,1,0.210526316,2.958,0,348.39001,0,11.625,0.152960526,258,170,6.9,20.6,0,0,0,0,0,6.609195402,127,27,,2.04,121,,
1767516705,3.381578947,1,0.25,2.958,0,351.5,0,11.75,0.154605263,258,170,6.9,20.8,0,0,0,0,0,6.609195402,125,27,,2.04,122,,
1767516706,3.552631579,0.986842105,0.25,2.967,0,354.5,0,11.5,0.151315789,255,172,6.8,20.6,0,0,0,0,0,6.570048309,125,27,,2.04,123,,
1767516707,3.592105263,0.986842105,0.302631579,2.967,0,357.97,0,11.5,0.151315789,252,172,6.9,20.6,0,0,0,0,0,6.666666667,124,27,,2.04,124,,
1767516708,3.657894737,0.973684211,0.381578947,2.986,0,360.98001,0,11.625,0.152960526,249,172,7,20.6,0,0,0,0,0,6.720236552,124,27,,2.04,125,,
1767516709,3.684210526,0.973684211,0.381578947,2.986,0,364.07999,0,11.625,0.152960526,251,172,7,20.4,0,0,0,0,0,6.720236552,124,27,,2.05,126,,
1767516710,3.710526316,0.973684211,0.434210526,2.986,0,366.95999,0,11.625,0.152960526,252,172,7,20.4,0,0,0,0,0,6.720236552,123,27,,2.05,127,,
1767516711,3.671052632,1,0.460526316,2.995,0,369.76001,0,11.875,0.15625,252,170,7.1,20.6,0,0,0,0,0,6.716742664,123,27,,2.06,128,,
1767516712,3.618421053,0.986842105,0.460526316,2.986,0,372.38,0,11.75,0.154605263,256,174,6.6,20.8,0,0,0,0,0,6.409882874,123,27,,2.06,129,,
1767516713,3.236842105,0.986842105,0.473684211,2.976,0,374.95999,0,11.75,0.154605263,253,176,6.5,21,0,0,0,0,0,6.406781332,123,26,,2.06,130,,
1767516714,3.092105263,0.960526316,0.473684211,2.958,0,377.26001,0,11.875,0.15625,265,172,6.6,21,0,0,0,0,0,6.396216541,123,26,,2.05,131,,
1767516715,2.881578947,0.934210526,0.473684211,2.902,0,380.14999,0,13,0.171052632,269,168,7,21,0,0,0,0,0,6.753953475,123,27,,2.05,132,,
1767516716,2.907894737,0.934210526,0.197368421,2.902,0,383.31,0,13,0.171052632,282,164,7,21,0,0,0,0,0,6.593137486,123,26,,2.04,133,,
1767516717,2.881578947,0.973684211,0.078947368,2.902,0,385.98999,0,12.5,0.164473684,282,166,6.8,21,0,0,0,0,0,6.482858559,123,26,,2.03,134,,
1767516718,2.855263158,0.973684211,0.078947368,2.893,0,387.35001,0,12.5,0.164473684,279,170,6.3,21,0,0,0,0,0,6.170058567,122,26,,2.02,135,,
1767516719,2.855263158,0.973684211,0.078947368,2.883,0,389.19,0,12.5,0.164473684,269,176,5.9,21.2,0,0,0,0,0,6.00301168,122,26,,2.01,136,,
1767516720,2.881578947,0.973684211,0.078947368,2.762,0,391.81,0,12.5,0.164473684,276,174,6,21.2,0,0,0,0,0,6.299807856,122,26,,2.00,137,,
1767516721,2.605263158,0.973684211,0.065789474,2.753,0,394.95001,0,12.5,0.164473684,279,172,6.1,21.2,0,0,0,0,0,6.351850888,123,26,,1.98,138,,
1767516722,2.618421053,0.934210526,0.026315789,2.799,0,398.12,0,11.625,0.152960526,281,170,6.2,21.2,0,0,0,0,0,6.276065919,123,26,,1.97,139,,
1767516723,2.973684211,0.934210526,0.026315789,2.846,0,401.01999,0,11.625,0.152960526,270,168,6.8,21.2,0,0,0,0,0,6.690081954,122,26,,1.97,140,,
1767516724,3.223684211,0.881578947,0.078947368,2.855,0,404.06,0,13.875,0.182565789,261,172,6.8,21.2,0,0,0,0,0,6.827789102,122,26,,1.97,141,,
1767516725,3.289473684,1,0.078947368,2.874,0,407.79001,0,10.625,0.139802632,257,170,7,21.4,0,0,0,0,0,6.900971065,122,26,,1.97,142,,
1767516726,3.289473684,1,0.144736842,2.939,0,410.87,0,10.625,0.139802632,258,172,6.9,21.4,0,0,0,0,0,6.730197126,122,26,,1.97,143,,
1767516727,3.236842105,1,0.131578947,2.939,0,413.47,0,11.375,0.149671053,259,170,6.9,21.4,0,0,0,0,0,6.651948828,122,26,,1.97,144,,
1767516728,3.144736842,1,0.131578947,2.921,0,416.51999,0,11.25,0.148026316,268,170,6.7,21.4,0,0,0,0,0,6.498923313,123,26,,1.97,145,,
1767516729,3.118421053,1,0.105263158,2.911,0,418.73999,0,11.25,0.148026316,271,170,6.7,21.6,0,0,0,0,0,6.52125247,122,26,,1.97,146,,
1767516730,3.092105263,0.986842105,0.092105263,2.874,0,421.23999,0,11.5,0.151315789,280,168,6.6,21.8,0,0,0,0,0,6.430053681,123,26,,1.97,147,,
1767516731,3.105263158,0.986842105,0.092105263,2.846,0,423.89999,0,11.625,0.152960526,280,168,6.6,21.8,0,0,0,0,0,6.493314837,124,26,,1.97,148,,
1767516732,2.828947368,0.986842105,0.078947368,2.837,0,425.95001,0,11.625,0.152960526,289,166,6.4,21.8,0,0,0,0,0,6.24134501,124,26,,1.96,149,,
1767516733,2.723684211,0.960526316,0.078947368,2.799,0,428.78,0,11.625,0.152960526,297,166,6.3,22,0,0,0,0,0,6.227203985,124,26,,1.95,150,,
1767516734,2.631578947,0.907894737,0.078947368,2.799,0,430.51999,0,12.25,0.161184211,297,166,6.3,22,0,0,0,0,0,6.227203985,125,26,,1.94,151,,
1767516735,2.697368421,0.907894737,0.078947368,2.762,0,432.51001,0,12.25,0.161184211,286,172,6,22,0,0,0,0,0,6.227360948,125,26,,1.93,152,,
1767516736,2.710526316,0.894736842,0.078947368,2.37,0,434.28,0,11.875,0.15625,290,176,5.5,21.8,0,0,0,0,0,6.80735194,125,26,,1.91,153,,
1767516737,2.605263158,0.894736842,0.078947368,2.37,0,436.39999,0,11.875,0.15625,298,170,5.9,22,0,0,0,0,0,7.053450811,125,26,,1.89,154,,
1767516738,2.434210526,0.907894737,0.078947368,2.379,0,438.92999,0,12.125,0.159539474,301,168,6.2,22,0,0,0,0,0,7.297208229,125,26,,1.86,155,,
1767516739,2.407894737,0.855263158,0.078947368,2.547,0,441.34,0,13.625,0.179276316,304,164,6.6,22.2,0,0,0,0,0,7.082836998,124,26,,1.84,156,,
1767516740,2.684210526,0.855263158,0.052631579,2.575,0,443.94,0,13.625,0.179276316,302,158,7.4,22.2,0,0,0,0,0,7.567622846,124,26,,1.82,157,,
1767516741,2.868421053,0.868421053,0.052631579,2.538,0,446.42999,0,13.5,0.177631579,288,160,7.4,22.4,0,0,0,0,0,7.775151038,124,26,,1.80,158,,
1767516742,3.039473684,0.973684211,0.052631579,2.529,0,448.51001,0,11.75,0.154605263,283,162,7.4,22.4,0,0,0,0,0,7.900327757,124,26,,1.79,159,,
1767516743,3.236842105,0.973684211,0.039473684,2.454,0,450.95999,0,11.75,0.154605263,277,162,7.4,22.6,0,0,0,0,0,8.141799338,124,26,,1.79,160,,
1767516744,3.302631579,0.986842105,0.052631579,2.37,0,453.12,0,11.875,0.15625,272,164,7.4,22.8,0,0,0,0,0,8.534489718,125,26,,1.79,161,,
1767516745,3.328947368,0.986842105,0.052631579,2.37,0,455.22,0,12.375,0.162828947,273,166,7.2,23,0,0,0,0,0,8.405029009,124,26,,1.80,162,,
