Timestamp,Power (w/kg),Form Power (w/kg),Air Power (w/kg),Watch Speed (m/s),Stryd Speed (m/s),Watch Distance (meters),Stryd Distance (meters),Stiffness,Stiffness/kg,Ground Time (ms),Cadence (spm),Vertical Oscillation (cm),Watch Elevation (m),Stryd Elevation (m),Ground Time Balance,Vertical Oscillation Balance,Leg Spring Stiffness Balance,Impact Loading Rate Balance,Vertical Ratio,heart_rate,temperature,,,,,
1766481272,3.473684211,0.973684211,0.157894737,2.697,0,37.83,0,10.875,0.143092105,276,170,6.4,207.60001,0,0,0,0,0,6.72353658,78,24,,,16,,
1766481273,3.447368421,0.973684211,0.157894737,2.669,0,40.49,0,10.75,0.141447368,279,170,6.3,207.60001,0,0,0,0,0,6.687898089,80,24,,,17,,
1766481274,3.328947368,0.973684211,0.157894737,2.594,0,43.09,0,10.75,0.141447368,282,170,6.3,207.8,0,0,0,0,0,6.881260035,84,24,,,18,,
1766481275,3.25,0.973684211,0.131578947,2.557,0,45.64,0,10.75,0.141447368,293,168,6.1,208,0,0,0,0,0,6.679734125,86,23,,,19,,
1766481276,2.868421053,0.947368421,0.131578947,2.575,0,48.22,0,10.5,0.138157895,300,168,5.9,207.8,0,0,0,0,0,6.415553912,87,23,,,20,,
1766481277,2.75,0.947368421,0.118421053,2.659,0,50.88,0,10.5,0.138157895,286,170,6.2,207.60001,0,0,0,0,0,6.60649781,88,23,,,21,,
1766481278,2.75,0.947368421,0.105263158,2.986,0,53.86,0,10.25,0.134868421,276,172,6.2,207.60001,0,0,0,0,0,5.952209518,89,23,,,22,,
1766481279,2.973684211,0.960526316,0.105263158,2.986,0,56.85,0,9.625,0.126644737,252,176,6.4,207.39999,0,0,0,0,0,6.287145734,91,23,,,23,,
1766481280,3.118421053,0.960526316,0.171052632,3.135,0,59.99,0,9.625,0.126644737,246,178,6.5,207.2,0,0,0,0,0,6.150992676,92,23,,,24,,
1766481281,3.394736842,0.986842105,0.171052632,3.359,0,63.34,0,9.75,0.128289474,245,176,6.7,207.39999,0,0,0,0,0,5.850966283,94,23,,,25,,
1766481282,3.460526316,0.986842105,0.25,3.359,0,66.7,0,9.75,0.128289474,250,174,6.7,207.39999,0,0,0,0,0,5.784438996,95,23,,,26,,
1766481283,3.460526316,0.986842105,0.25,3.256,0,69.96,0,10.375,0.136513158,253,174,6.8,207.60001,0,0,0,0,0,6.056503616,97,23,,,27,,
1766481284,3.5,0.986842105,0.302631579,3.182,0,73.14,0,10.375,0.136513158,260,172,6.6,207.60001,0,0,0,0,0,5.945945946,98,23,,,28,,
1766481285,3.381578947,1,0.236842105,3.088,0,76.23,0,10.5,0.138157895,261,174,6.5,207.60001,0,0,0,0,0,6.104260774,99,23,,,29,,
1766481286,3.315789474,1.013157895,0.236842105,3.06,0,79.29,0,10,0.131578947,259,174,6.5,207.8,0,0,0,0,0,6.160144811,101,22,,,30,,
1766481287,3.263157895,1.013157895,0.171052632,3.042,0,82.33,0,10,0.131578947,258,174,6.4,207.8,0,0,0,0,0,6.101223105,102,22,,2.90,31,,
1766481288,3.289473684,0.986842105,0.144736842,3.042,0,85.37,0,10.125,0.133223684,258,174,6.5,207.8,0,0,0,0,0,6.196554716,104,22,,2.90,32,,
1766481289,3.328947368,0.960526316,0.144736842,3.032,0,88.41,0,10.625,0.139802632,257,174,6.5,208,0,0,0,0,0,6.217002066,105,22,,2.90,33,,
1766481290,3.407894737,0.960526316,0.144736842,3.004,0,91.41,0,10.625,0.139802632,261,172,6.6,208,0,0,0,0,0,6.298250804,106,22,,2.89,34,,
1766481291,3.394736842,0.973684211,0.171052632,2.958,0,94.37,0,10.625,0.139802632,268,172,6.5,208,0,0,0,0,0,6.299304169,108,22,,2.87,35,,
1766481292,3.302631579,0.973684211,0.171052632,2.893,0,97.26,0,10.75,0.141447368,268,172,6.5,208.2,0,0,0,0,0,6.440808966,109,22,,2.83,36,,
1766481293,3.263157895,0.973684211,0.171052632,2.893,0,100.15,0,10.75,0.141447368,268,172,6.4,208.2,0,0,0,0,0,6.341719597,110,22,,2.80,37,,
1766481294,3.210526316,0.973684211,0.157894737,2.939,0,103.09,0,10.75,0.141447368,267,174,6.3,208.2,0,0,0,0,0,6.21638956,112,22,,2.76,38,,
1766481295,3.236842105,0.960526316,0.157894737,2.995,0,106.09,0,10.5,0.138157895,265,176,6.2,208.39999,0,0,0,0,0,6.072359014,113,22,,2.72,39,,
1766481296,3.276315789,0.960526316,0.157894737,3.07,0,109.16,0,10.5,0.138157895,259,176,6.3,208.60001,0,0,0,0,0,6.019549203,114,22,,2.67,40,,
1766481297,3.328947368,0.960526316,0.144736842,3.107,0,112.27,0,10.25,0.134868421,256,176,6.4,208.60001,0,0,0,0,0,6.042296073,115,21,,2.63,41,,
1766481298,3.394736842,0.960526316,0.144736842,3.126,0,115.39,0,10.25,0.134868421,255,174,6.7,208.60001,0,0,0,0,0,6.21561697,116,21,,2.59,42,,
1766481299,3.407894737,0.960526316,0.157894737,3.126,0,118.52,0,10.25,0.134868421,257,172,6.7,208.60001,0,0,0,0,0,6.144139683,117,21,,2.55,43,,
1766481300,3.381578947,0.973684211,0.157894737,3.098,0,121.61,0,10.5,0.138157895,264,172,6.6,208.60001,0,0,0,0,0,6.107152771,119,21,,2.51,44,,
1766481301,3.315789474,0.973684211,0.157894737,3.07,0,124.68,0,10.5,0.138157895,265,172,6.4,208.60001,0,0,0,0,0,5.976114218,120,21,,2.47,45,,
1766481302,3.263157895,0.986842105,0.144736842,3.06,0,127.75,0,10.625,0.139802632,265,174,6.3,208.60001,0,0,0,0,0,5.970601894,121,21,,2.43,46,,
1766481303,3.210526316,0.986842105,0.144736842,3.079,0,130.82001,0,10.125,0.133223684,261,176,6.3,208.60001,0,0,0,0,0,6.001943486,123,21,,2.39,47,,
1766481304,3.223684211,0.986842105,0.131578947,3.079,0,133.89999,0,10.125,0.133223684,260,174,6.4,208.60001,0,0,0,0,0,6.02795464,124,21,,2.35,48,,
1766481305,3.289473684,0.973684211,0.118421053,3.07,0,136.97,0,9.875,0.129934211,264,174,6.4,208.60001,0,0,0,0,0,6.045606544,125,21,,2.33,49,,
1766481306,3.302631579,0.960526316,0.118421053,3.051,0,140.02,0,10.25,0.134868421,268,172,6.4,208.60001,0,0,0,0,0,6.013342103,126,21,,2.31,50,,
1766481307,3.276315789,0.960526316,0.118421053,3.042,0,143.07001,0,10.25,0.134868421,268,172,6.5,208.60001,0,0,0,0,0,6.125372234,127,21,,2.29,51,,
1766481308,3.25,0.973684211,0.131578947,3.042,0,146.11,0,10.125,0.133223684,266,172,6.5,208.60001,0,0,0,0,0,6.125372234,128,21,,2.28,52,,
1766481309,3.223684211,0.986842105,0.131578947,3.042,0,149.14999,0,9.875,0.129934211,264,172,6.6,208.60001,0,0,0,0,0,6.21960873,129,21,,2.26,53,,
1766481310,3.223684211,0.986842105,0.131578947,3.06,0,152.21001,0,9.875,0.129934211,264,172,6.5,208.60001,0,0,0,0,0,6.089335232,130,20,,2.23,54,,
1766481311,3.223684211,0.986842105,0.118421053,3.07,0,155.28,0,9.75,0.128289474,261,172,6.6,208.39999,0,0,0,0,0,6.162867788,131,20,,2.21,55,,
1766481312,3.236842105,0.986842105,0.118421053,3.088,0,158.37,0,10.125,0.133223684,263,174,6.4,208.39999,0,0,0,0,0,6.01034907,132,20,,2.18,56,,
1766481313,3.210526316,0.986842105,0.131578947,3.116,0,161.48,0,10.125,0.133223684,261,174,6.5,208.39999,0,0,0,0,0,6.049437868,132,20,,2.15,57,,
1766481314,3.25,0.986842105,0.131578947,3.126,0,164.61,0,10.375,0.136513158,263,174,6.4,208.2,0,0,0,0,0,5.937305762,133,20,,2.12,58,,
1766481315,3.25,0.973684211,0.131578947,3.126,0,167.74001,0,9.875,0.129934211,258,174,6.5,208.2,0,0,0,0,0,6.030076165,134,20,,2.10,59,,
1766481316,3.236842105,0.973684211,0.118421053,3.126,0,170.86,0,9.875,0.129934211,257,174,6.6,208.2,0,0,0,0,0,6.122846567,134,20,,2.08,60,,
1766481317,3.223684211,0.986842105,0.131578947,3.182,0,174.03999,0,10.125,0.133223684,255,174,6.6,208,0,0,0,0,0,6.015092414,135,20,,2.06,61,,
1766481318,3.236842105,0.986842105,0.131578947,3.191,0,177.24001,0,10.375,0.136513158,255,174,6.6,208,0,0,0,0,0,5.998146028,135,20,,2.04,62,,
1766481319,3.236842105,0.986842105,0.118421053,3.2,0,180.44,0,10.375,0.136513158,256,174,6.6,207.8,0,0,0,0,0,5.981240654,135,20,,2.02,63,,
1766481320,3.25,0.986842105,0.105263158,3.2,0,183.81,0,10.25,0.134868421,258,176,6.3,207.8,0,0,0,0,0,5.774995188,136,20,,2.00,64,,
1766481321,3.25,0.986842105,0.105263158,3.172,0,186.81,0,10,0.131578947,259,178,6.1,207.8,0,0,0,0,0,5.705146791,136,20,,1.99,65,,
1766481322,3.263157895,0.986842105,0.131578947,3.191,0,190,0,10,0.131578947,259,178,6.1,207.8,0,0,0,0,0,5.671147803,137,20,,1.97,66,,
1766481323,3.289473684,0.973684211,0.171052632,3.163,0,193.16,0,10.125,0.133223684,261,176,6.2,207.8,0,0,0,0,0,5.749791338,137,20,,1.96,67,,
1766481324,3.302631579,0.960526316,0.171052632,3.126,0,196.28999,0,10,0.131578947,265,178,6,207.8,0,0,0,0,0,5.694166327,138,20,,1.94,68,,
1766481325,3.302631579,0.960526316,0.171052632,3.023,0,199.31,0,10,0.131578947,266,178,5.9,208,0,0,0,0,0,5.790047007,138,20,,1.93,69,,
1766481326,3.263157895,0.973684211,0.171052632,2.911,0,202.22,0,10,0.131578947,265,176,6,208,0,0,0,0,0,6.046010137,139,20,,1.92,70,,
1766481327,3.276315789,0.973684211,0.171052632,2.855,0,205.08,0,10,0.131578947,268,174,6.3,208.2,0,0,0,0,0,6.399317406,139,19,,1.91,71,,
1766481328,3.302631579,0.947368421,0.144736842,2.799,0,207.88,0,10.25,0.134868421,267,172,6.6,208.39999,0,0,0,0,0,6.759524785,140,20,,1.89,72,,
1766481329,3.223684211,0.934210526,0.144736842,2.743,0,210.62,0,11,0.144736842,273,170,6.5,208.39999,0,0,0,0,0,6.714043714,140,19,,1.88,73,,
1766481330,3.197368421,0.934210526,0.131578947,2.678,0,213.3,0,11,0.144736842,275,170,6.5,208.39999,0,0,0,0,0,6.876996974,140,19,,1.87,74,,
1766481331,3.144736842,0.960526316,0.144736842,2.65,0,215.95,0,11.375,0.149671053,277,172,6.3,208.39999,0,0,0,0,0,6.815084053,140,19,,1.85,75,,
1766481332,3.026315789,0.960526316,0.144736842,2.622,0,218.57001,0,11.125,0.146381579,286,170,6.1,208.2,0,0,0,0,0,6.59167288,140,19,,1.84,76,,
1766481333,2.973684211,0.960526316,0.131578947,2.622,0,221.19,0,11.125,0.146381579,292,172,5.8,208.2,0,0,0,0,0,6.341223419,140,19,,1.83,77,,
1766481334,2.75,0.947368421,0.131578947,2.575,0,223.77,0,11,0.144736842,289,172,5.8,208.2,0,0,0,0,0,6.456927838,140,19,,1.81,78,,
1766481335,2.710526316,0.947368421,0.105263158,2.622,0,226.39,0,11,0.144736842,288,172,5.7,208.2,0,0,0,0,0,6.231891981,141,19,,1.79,79,,
1766481336,2.723684211,0.934210526,0.078947368,2.687,0,229.08,0,10.375,0.136513158,281,174,5.8,208.2,0,0,0,0,0,6.259780908,140,19,,1.78,80,,
1766481337,2.815789474,0.934210526,0.078947368,2.715,0,231.78999,0,10.375,0.136513158,272,174,6.2,208.2,0,0,0,0,0,6.622445819,140,19,,1.76,81,,
1766481338,2.881578947,0.934210526,0.065789474,2.818,0,234.61,0,10.375,0.136513158,268,172,6.4,208,0,0,0,0,0,6.510549124,141,19,,1.75,82,,
1766481339,2.960526316,0.921052632,0.065789474,2.846,0,237.46001,0,10.5,0.138157895,264,172,6.6,208,0,0,0,0,0,6.647931587,140,19,,1.74,83,,
1766481340,2.960526316,0.934210526,0.065789474,2.865,0,240.32001,0,10.875,0.143092105,266,172,6.5,208,0,0,0,0,0,6.503772188,141,19,,1.73,84,,
1766481341,3.013157895,0.934210526,0.065789474,2.865,0,243.19,0,10.875,0.143092105,266,174,6.4,207.8,0,0,0,0,0,6.478191775,141,20,,1.72,85,,
1766481342,3.078947368,0.960526316,0.078947368,2.874,0,246.06,0,10.875,0.143092105,265,174,6.3,207.8,0,0,0,0,0,6.357022492,141,20,,1.72,86,,
1766481343,3.171052632,0.973684211,0.078947368,2.893,0,248.95,0,10.75,0.141447368,268,174,6.3,207.8,0,0,0,0,0,6.315219679,141,20,,1.71,87,,
1766481344,3.263157895,0.973684211,0.078947368,2.911,0,251.86,0,10.75,0.141447368,269,172,6.4,207.60001,0,0,0,0,0,6.30250032,142,20,,1.71,88,,
1766481345,3.315789474,0.960526316,0.092105263,2.865,0,254.73,0,10.75,0.141447368,271,172,6.5,207.60001,0,0,0,0,0,6.503772188,142,20,,1.71,89,,
1766481346,3.289473684,0.960526316,0.092105263,2.837,0,257.56,0,10.5,0.138157895,276,170,6.4,207.60001,0,0,0,0,0,6.391754637,142,20,,1.70,90,,
1766481347,3.289473684,0.960526316,0.105263158,2.771,0,260.34,0,10.5,0.138157895,276,170,6.4,207.60001,0,0,0,0,0,6.54396728,142,20,,1.70,91,,
1766481348,3.223684211,0.973684211,0.092105263,2.771,0,263.10999,0,10.375,0.136513158,275,172,6.2,207.60001,0,0,0,0,0,6.414036394,142,20,,1.70,92,,
1766481349,3.223684211,0.973684211,0.092105263,2.799,0,265.91,0,10.25,0.134868421,273,172,6.2,207.39999,0,0,0,0,0,6.349856616,142,20,,1.70,93,,
1766481350,3.236842105,0.973684211,0.078947368,2.799,0,268.70999,0,10.25,0.134868421,268,174,6.2,207.39999,0,0,0,0,0,6.423738823,143,20,,1.69,94,,
1766481351,3.236842105,0.960526316,0.078947368,2.837,0,271.54001,0,10.5,0.138157895,267,174,6.2,207.39999,0,0,0,0,0,6.337653841,143,20,,1.69,95,,
1766481352,3.289473684,0.960526316,0.078947368,2.921,0,274.45999,0,10.625,0.139802632,263,176,6,207.39999,0,0,0,0,0,6.025306286,143,20,,1.69,96,,
1766481353,3.302631579,0.960526316,0.105263158,2.958,0,277.42001,0,10.625,0.139802632,262,178,6.1,207.2,0,0,0,0,0,6.117864163,142,20,,1.69,97,,
1766481354,3.381578947,0.947368421,0.105263158,3.023,0,280.44,0,10.625,0.139802632,265,178,5.9,207.2,0,0,0,0,0,5.790047007,143,20,,1.69,98,,
1766481355,3.394736842,0.947368421,0.105263158,3.042,0,283.48999,0,10.625,0.139802632,266,174,6.3,207.2,0,0,0,0,0,6.005891494,143,20,,1.69,99,,
1766481356,3.526315789,0.947368421,0.105263158,2.939,0,286.42001,0,10.625,0.139802632,269,172,6.3,207.2,0,0,0,0,0,6.144962594,143,20,,1.69,100,,
1766481357,3.526315789,0.947368421,0.131578947,2.874,0,289.29999,0,10.125,0.133223684,271,172,6.5,207.2,0,0,0,0,0,6.48340249,144,20,,1.69,101,,
1766481358,3.539473684,0.973684211,0.131578947,2.799,0,292.10001,0,10.25,0.134868421,273,170,6.5,207.2,0,0,0,0,0,6.579746528,144,20,,1.69,102,,
1766481359,3.447368421,0.973684211,0.131578947,2.697,0,294.79001,0,10.25,0.134868421,274,170,6.4,207.2,0,0,0,0,0,6.72353658,144,20,,1.70,103,,
1766481360,3.434210526,0.973684211,0.131578947,2.687,0,297.48001,0,10.875,0.143092105,281,170,6.3,207.39999,0,0,0,0,0,6.643116993,144,20,,1.70,104,,
1766481361,3.434210526,0.960526316,0.131578947,2.687,0,300.17001,0,10.875,0.143092105,284,170,6.2,207.39999,0,0,0,0,0,6.537670691,144,20,,1.70,105,,
1766481362,3.447368421,0.960526316,0.118421053,2.697,0,302.85999,0,10.875,0.143092105,284,170,6.1,207.2,0,0,0,0,0,6.408370803,144,20,,1.71,106,,
1766481363,3.434210526,0.960526316,0.105263158,2.734,0,305.60001,0,10.5,0.138157895,278,172,6.1,207.39999,0,0,0,0,0,6.396007214,144,20,,1.72,107,,
1766481364,3.421052632,0.960526316,0.105263158,2.734,0,308.32999,0,10.25,0.134868421,279,172,6,207.39999,0,0,0,0,0,6.291154637,144,20,,1.73,108,,
1766481365,3.355263158,0.960526316,0.105263158,2.743,0,311.07999,0,10.25,0.134868421,274,172,6.3,207.2,0,0,0,0,0,6.584035282,144,20,,1.74,109,,
1766481366,3.328947368,0.947368421,0.105263158,2.743,0,313.82001,0,10.25,0.134868421,276,170,6.4,207.2,0,0,0,0,0,6.610750733,145,20,,1.74,110,,
1766481367,3.302631579,0.947368421,0.092105263,2.771,0,316.59,0,10.25,0.134868421,275,170,6.5,207.2,0,0,0,0,0,6.646216769,144,20,,1.75,111,,
1766481368,3.289473684,0.960526316,0.092105263,2.743,0,319.32999,0,10.5,0.138157895,277,168,6.6,207.2,0,0,0,0,0,6.737168756,144,20,,1.76,112,,
1766481369,3.197368421,0.960526316,0.065789474,2.743,0,322.07999,0,10.5,0.138157895,280,168,6.5,207.2,0,0,0,0,0,6.635090441,144,20,,1.76,113,,
1766481370,3.078947368,0.973684211,0.052631579,2.734,0,324.81,0,10.5,0.138157895,278,170,6.4,207.2,0,0,0,0,0,6.632536738,145,20,,1.76,114,,
1766481371,3.039473684,0.973684211,0.052631579,2.743,0,327.54999,0,10.25,0.134868421,277,172,6.2,207.2,0,0,0,0,0,6.479526786,144,20,,1.76,115,,
1766481372,3.013157895,0.973684211,0.065789474,2.818,0,330.37,0,10.25,0.134868421,273,174,6.2,207,0,0,0,0,0,6.38043881,144,20,,1.76,116,,
1766481373,3.052631579,0.960526316,0.065789474,2.855,0,333.23001,0,10.375,0.136513158,271,174,6,207,0,0,0,0,0,6.094588006,144,20,,1.75,117,,
1766481374,3.078947368,0.960526316,0.065789474,2.902,0,336.13,0,10.375,0.136513158,269,176,6,207,0,0,0,0,0,6.064771762,144,20,,1.75,118,,
1766481375,3.078947368,0.960526316,0.065789474,2.911,0,339.04001,0,10.375,0.136513158,265,176,6.1,206.8,0,0,0,0,0,6.146776973,145,20,,1.75,119,,
1766481376,3.144736842,0.947368421,0.065789474,2.911,0,341.95001,0,10.5,0.138157895,262,176,6.1,206.8,0,0,0,0,0,6.146776973,144,20,,1.74,120,,
1766481377,3.105263158,0.947368421,0.092105263,2.902,0,344.85001,0,10.5,0.138157895,264,178,5.9,206.8,0,0,0,0,0,6.031486404,144,20,,1.74,121,,
1766481378,3.118421053,0.960526316,0.078947368,2.893,0,347.75,0,10.625,0.139802632,263,178,5.9,206.60001,0,0,0,0,0,6.05022714,145,20,,1.73,122,,
1766481379,3.078947368,0.947368421,0.078947368,2.902,0,350.64999,0,11,0.144736842,266,178,5.9,206.60001,0,0,0,0,0,6.031486404,145,20,,1.73,123,,
1766481380,3.078947368,0.947368421,0.065789474,2.902,0,353.54999,0,11,0.144736842,267,176,6.1,206.60001,0,0,0,0,0,6.165851292,145,20,,1.73,124,,
1766481381,3.078947368,0.934210526,0.078947368,2.911,0,356.45999,0,10.875,0.143092105,266,174,6.3,206.60001,0,0,0,0,0,6.276213152,144,20,,1.72,125,,
1766481382,3.105263158,0.947368421,0.078947368,2.921,0,359.38,0,10.625,0.139802632,264,174,6.3,206.60001,0,0,0,0,0,6.254715857,144,20,,1.72,126,,
1766481383,3.157894737,0.947368421,0.078947368,2.948,0,362.32999,0,10.625,0.139802632,261,178,6.1,206.60001,0,0,0,0,0,6.138611869,144,20,,1.72,127,,
1766481384,3.157894737,0.960526316,0.078947368,2.986,0,365.32001,0,10.5,0.138157895,260,178,6,206.8,0,0,0,0,0,5.96113341,144,20,,1.71,128,,
1766481385,3.171052632,0.960526316,0.078947368,2.986,0,368.29999,0,10.5,0.138157895,260,178,5.9,206.60001,0,0,0,0,0,5.861781187,145,20,,1.71,129,,
1766481386,3.131578947,0.960526316,0.078947368,2.995,0,371.29999,0,10.625,0.139802632,259,180,5.8,206.39999,0,0,0,0,0,5.809702203,144,20,,1.70,130,,
1766481387,3.105263158,0.947368421,0.078947368,2.995,0,374.29001,0,10.75,0.141447368,262,180,5.8,206.39999,0,0,0,0,0,5.809702203,145,20,,1.69,131,,
1766481388,3.118421053,0.947368421,0.065789474,3.014,0,377.31,0,10.75,0.141447368,261,180,5.8,206.2,0,0,0,0,0,5.773039904,145,20,,1.69,132,,
1766481389,3.131578947,0.934210526,0.065789474,3.023,0,380.32999,0,10.75,0.141447368,262,178,5.9,206,0,0,0,0,0,5.790047007,145,20,,1.68,133,,
1766481390,3.144736842,0.947368421,0.065789474,3.032,0,383.35999,0,10.5,0.138157895,266,178,5.8,206,0,0,0,0,0,5.675035714,145,20,,1.67,134,,
1766481391,3.171052632,0.947368421,0.078947368,3.023,0,386.38,0,10.5,0.138157895,265,178,5.9,206,0,0,0,0,0,5.790047007,145,20,,1.67,135,,
1766481392,3.184210526,0.934210526,0.078947368,2.986,0,389.37,0,10.5,0.138157895,269,176,6,206,0,0,0,0,0,5.894199126,145,20,,1.66,136,,
1766481393,3.184210526,0.947368421,0.078947368,2.948,0,392.32001,0,10,0.131578947,270,176,6,205.8,0,0,0,0,0,5.970149254,146,20,,1.66,137,,
1766481394,3.171052632,0.947368421,0.078947368,2.921,0,395.23999,0,10,0.131578947,269,176,5.9,205.8,0,0,0,0,0,5.924884515,146,20,,1.65,138,,
1766481395,3.157894737,0.947368421,0.078947368,2.921,0,398.16,0,10.125,0.133223684,266,176,5.9,205.8,0,0,0,0,0,5.924884515,147,21,,1.65,139,,
1766481396,3.157894737,0.947368421,0.078947368,2.93,0,401.09,0,10.5,0.138157895,267,178,5.7,205.60001,0,0,0,0,0,5.771333684,147,21,,1.65,140,,
1766481397,3.157894737,0.947368421,0.078947368,2.986,0,404.07001,0,10.5,0.138157895,267,178,5.8,205.60001,0,0,0,0,0,5.762428963,148,21,,1.64,141,,
1766481398,3.210526316,0.934210526,0.065789474,2.986,0,407.06,0,10.375,0.136513158,263,178,5.9,205.60001,0,0,0,0,0,5.861781187,148,21,,1.64,142,,
1766481399,3.223684211,0.921052632,0.065789474,2.958,0,410.01999,0,10.25,0.134868421,263,178,5.9,205.60001,0,0,0,0,0,5.917278453,149,21,,1.64,143,,
1766481400,3.263157895,0.921052632,0.065789474,2.939,0,412.95999,0,10.25,0.134868421,265,178,5.9,205.60001,0,0,0,0,0,5.955565425,149,20,,1.64,144,,
1766481401,3.25,0.934210526,0.078947368,2.911,0,415.87,0,10.25,0.134868421,268,180,5.6,205.60001,0,0,0,0,0,5.771232467,149,21,,1.64,145,,
1766481402,3.197368421,0.934210526,0.078947368,2.921,0,418.79001,0,10.875,0.143092105,264,180,5.8,205.60001,0,0,0,0,0,5.956843694,149,21,,1.64,146,,
1766481403,3.223684211,0.934210526,0.105263158,2.911,0,421.70001,0,10.875,0.143092105,264,178,5.8,205.60001,0,0,0,0,0,5.910888264,149,20,,1.64,147,,
1766481404,3.197368421,0.934210526,0.118421053,2.893,0,424.59,0,10.875,0.143092105,262,176,6.1,205.60001,0,0,0,0,0,6.18504436,149,20,,1.64,148,,
1766481405,3.197368421,0.934210526,0.118421053,2.846,0,427.44,0,10.875,0.143092105,267,176,6.1,205.8,0,0,0,0,0,6.287169022,150,21,,1.64,149,,
1766481406,3.171052632,0.934210526,0.118421053,2.846,0,430.28,0,10.875,0.143092105,268,176,6,205.8,0,0,0,0,0,6.184100677,149,21,,1.64,150,,
1766481407,3.118421053,0.934210526,0.105263158,2.799,0,433.07999,0,11.125,0.146381579,268,176,6,205.8,0,0,0,0,0,6.287989939,149,21,,1.64,151,,
1766481408,3.157894737,0.934210526,0.105263158,2.799,0,435.88,0,10.875,0.143092105,271,174,6.1,205.8,0,0,0,0,0,6.320130133,149,21,,1.64,152,,
1766481409,3.144736842,0.934210526,0.105263158,2.809,0,438.69,0,10.875,0.143092105,272,174,6.2,205.8,0,0,0,0,0,6.400858954,149,21,,1.64,153,,
1766481410,3.144736842,0.934210526,0.105263158,2.818,0,441.54001,0,10.875,0.143092105,270,172,6.3,205.8,0,0,0,0,0,6.408821794,149,21,,1.64,154,,
1766481411,3.157894737,0.934210526,0.105263158,2.846,0,444.35001,0,10.875,0.143092105,267,174,6.4,205.60001,0,0,0,0,0,6.521429008,148,21,,1.64,155,,
1766481412,3.157894737,0.960526316,0.105263158,2.902,0,447.26001,0,10.625,0.139802632,263,174,6.4,205.60001,0,0,0,0,0,6.395587045,148,21,,1.64,156,,
1766481413,3.157894737,0.960526316,0.092105263,2.948,0,450.20999,0,10.625,0.139802632,263,174,6.4,205.60001,0,0,0,0,0,6.295804437,148,21,,1.64,157,,
1766481414,3.171052632,0.960526316,0.092105263,3.004,0,453.20999,0,10.625,0.139802632,259,176,6.2,205.60001,0,0,0,0,0,6.054155396,148,21,,1.64,158,,
1766481415,3.25,0.960526316,0.092105263,3.014,0,456.22,0,10.625,0.139802632,259,176,6.2,205.60001,0,0,0,0,0,6.03406326,148,21,,1.64,159,,
1766481416,3.263157895,0.960526316,0.105263158,3.032,0,459.26001,0,10.625,0.139802632,258,176,6.3,205.60001,0,0,0,0,0,6.094965365,148,21,,1.64,160,,
